x,y
"101,26056,2015,2471,2498,1012,102,0,0,0,0,0,0,0,0",0
"101,2011,2126,1997,1037,10113,10203,2007,1037,3610,102,0,0,0,0",1
"101,5683,6614,3238,2005,2172,1997,2049,2770,2051,1010,2127,2397,1999,102",0
"101,2038,1037,2126,1997,5251,21826,2067,1998,5743,2004,2009,18293,2015,102",1
"101,1037,13109,10050,2094,16012,24330,2055,5506,8603,1010,27885,8583,12742,102",0
"101,14021,15603,2094,1010,3928,2552,102,0,0,0,0,0,0,0",1
"101,2054,1005,1055,15411,9501,2000,4895,7011,8939,3993,102,0,0,0",1
"101,2003,1010,2011,2993,1010,4078,25164,1997,6594,1012,102,0,0,0",1
"101,2034,3496,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2028,1011,8789,3494,102,0,0,0,0,0,0,0,0,0",0
"101,3262,2349,2000,2049,6020,3459,102,0,0,0,0,0,0,0",1
"101,1997,1996,10418,102,0,0,0,0,0,0,0,0,0,0",1
"101,2411,16880,2021,4821,4276,19927,8993,102,0,0,0,0,0,0",1
"101,3689,1010,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2143,5683,24004,6914,3550,1998,1037,2978,9530,18886,7178,1010,102",0
"101,2122,28557,2015,2097,2412,2022,2505,2062,2084,23160,102,0,0,0",0
"101,1996,3609,3168,1997,6990,2210,1016,2003,2049,2087,6234,1998,2087,102",1
"101,1005,1055,17569,2098,2993,2046,1996,2396,2143,24152,1012,102,0,0",1
"101,2682,3733,1010,26881,18911,12326,2015,2012,28980,17482,3494,102,0,0",0
"101,2000,2079,2007,1996,9179,1997,24696,8026,23555,2004,5472,1010,2040,102",1
"101,2023,2003,1996,4500,1997,1037,5621,8687,3185,1012,102,0,0,0",0
"101,6187,1050,1005,1056,2022,7219,2004,2568,3238,102,0,0,0,0",1
"101,2000,5308,6315,23126,1999,2026,5551,102,0,0,0,0,0,0",0
"101,2428,1037,2995,1036,1036,2149,1005,1005,6431,1036,1036,2068,1005,102",1
"101,1037,5107,21177,2440,1997,14726,4871,1998,3896,102,0,0,0,0",1
"101,6002,2000,1996,2502,3898,102,0,0,0,0,0,0,0,0",1
"101,1037,9338,1997,3730,4974,2098,29081,28618,6494,2361,102,0,0,0",0
"101,1010,2895,1011,8966,10720,2121,102,0,0,0,0,0,0,0",1
"101,2035,1996,22249,6721,2791,102,0,0,0,0,0,0,0,0",1
"101,5956,2100,1010,2058,10052,7815,3850,1012,102,0,0,0,0,0",0
"101,4107,10720,2015,2172,2066,2216,102,0,0,0,0,0,0,0",1
"101,1996,2381,2003,17160,1025,102,0,0,0,0,0,0,0,0",1
"101,2004,2010,5151,2836,2004,5416,1999,3280,102,0,0,0,0,0",1
"101,1005,1055,2039,16616,2573,10889,2092,1012,102,0,0,0,0,0",1
"101,2515,1050,1005,1056,6133,2000,2718,2035,1997,2049,6017,102,0,0",0
"101,2048,2878,2847,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2087,2180,22196,2271,2293,2466,1999,2086,102,0,0,0,0",1
"101,2066,1037,3147,2214,2158,2183,2083,1996,15323,102,0,0,0,0",0
"101,3143,2007,15665,1997,1039,5856,1998,5747,9050,1997,4808,1010,2021,102",0
"101,19549,1037,13972,1999,29556,102,0,0,0,0,0,0,0,0",0
"101,1037,17087,4268,13109,3600,102,0,0,0,0,0,0,0,0",1
"101,2005,1996,25937,1011,5338,10276,2854,1997,6128,7987,12722,18826,5453,102",1
"101,3046,7079,2625,3086,2000,1996,13612,1998,2062,3086,2000,1996,2143,102",0
"101,3893,2015,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2019,4895,23805,20554,2100,3185,1010,5665,1011,11414,1010,102,0,0",0
"101,1996,5436,2038,1037,2193,1997,8198,1010,1998,2012,2335,2009,1005,102",0
"101,1010,2471,17529,2147,102,0,0,0,0,0,0,0,0,0",1
"101,12386,2370,2000,1996,2143,1005,1055,8206,3252,2000,2412,3749,2151,102",0
"101,3375,6533,1997,1037,2715,3956,102,0,0,0,0,0,0,0",1
"101,15544,19510,2098,2000,2256,4272,1012,102,0,0,0,0,0,0",1
"101,2003,2302,1037,4797,1037,13432,21635,2834,2013,2332,15876,8950,1012,102",1
"101,17109,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,3053,2538,1013,1016,2847,1997,4895,14876,7874,2098,1010,4654,26775,102",0
"101,8526,2019,4378,102,0,0,0,0,0,0,0,0,0,0",1
"101,9909,2039,2000,2502,3482,2436,14189,2035,2021,12361,102,0,0,0",1
"101,3809,9075,2000,6723,1996,2214,3203,2012,1996,2203,1997,2026,12485,102",0
"101,2024,14954,2135,1998,16267,2716,2000,22889,25592,2135,2166,1999,2023,102",1
"101,2049,2219,3653,6528,20771,2969,1011,7749,102,0,0,0,0,0",0
"101,2053,2047,12369,102,0,0,0,0,0,0,0,0,0,0",0
"101,17567,2013,1037,29025,12680,2100,3054,29015,1010,2195,20228,7716,4667,102",0
"101,2022,2241,2006,1037,2995,1998,7145,3278,2466,102,0,0,0,0",1
"101,1036,1036,1996,7357,1997,26930,10594,1005,1005,2003,1037,2502,2051,102",0
"101,2000,18094,2296,5436,9530,18886,21789,2008,1996,18856,17322,1011,21834,102",0
"101,1006,2000,5963,1005,1055,1007,13545,2791,2005,11281,3975,1011,3898,102",0
"101,1005,1055,1996,3819,2732,4316,2005,3946,1010,102,0,0,0,0",1
"101,3251,12014,2003,1996,2331,1997,2969,1012,1012,1012,2023,13892,1006,102",0
"101,17678,9050,2014,2046,1996,3356,14925,16001,5644,1997,1996,9855,2088,102",1
"101,1005,1055,1037,6659,3185,1999,2296,7634,1010,1998,102,0,0,0",0
"101,2038,1999,2755,2272,3553,2084,3087,2071,4792,2000,1996,10036,1010,102",0
"101,2210,6819,2094,16650,6770,102,0,0,0,0,0,0,0,0",0
"101,4321,4895,11263,10695,2100,102,0,0,0,0,0,0,0,0",0
"101,2003,14477,21010,26207,4013,1011,6514,102,0,0,0,0,0,0",0
"101,1017,1011,1040,102,0,0,0,0,0,0,0,0,0,0",0
"101,1997,1996,2316,102,0,0,0,0,0,0,0,0,0,0",1
"101,16985,2696,23829,1005,1055,2136,2038,2070,11576,4509,4204,1997,5107,102",1
"101,3375,2084,2049,11559,22137,102,0,0,0,0,0,0,0,0",1
"101,2070,1997,1996,6918,10652,2008,2104,11983,1996,2190,1997,22092,102,0",1
"101,4382,2003,1037,5107,7438,1010,102,0,0,0,0,0,0,0",1
"101,2011,1996,2051,2009,1005,1055,2589,2007,2149,1010,18062,22525,1005,102",1
"101,3969,3238,15876,8950,102,0,0,0,0,0,0,0,0,0",0
"101,2009,1005,1055,2025,2074,1996,6144,2008,2024,9636,1999,3035,1997,102",0
"101,2064,2069,3073,2009,2007,2061,2172,18798,9013,5666,1012,102,0,0",0
"101,1996,2537,2038,2042,2081,2007,2019,8216,3815,1997,12242,1010,2061,102",1
"101,2087,16010,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,26233,2135,17075,2839,1010,102,0,0,0,0,0,0,0",1
"101,1037,21986,9096,12586,1997,2396,1010,2381,1010,9686,29112,14163,7741,102",1
"101,6659,6789,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,23069,6752,2008,2196,7635,2995,1012,102,0,0,0,0,0",0
"101,1996,2087,8740,2850,18436,1010,25506,1010,12581,13216,1010,8317,2135,102",1
"101,1010,2017,2089,2074,2203,2039,2667,2000,19549,4426,1999,1037,2697,102",0
"101,1037,29295,16389,2143,1010,102,0,0,0,0,0,0,0,0",0
"101,1010,4357,2007,1996,12025,9891,2049,6196,2373,2013,17839,1012,102,0",1
"101,2096,1996,4616,2024,2411,11973,1010,2023,6065,3074,1997,4321,19641,102",0
"101,1005,1055,15140,2008,7825,1010,2040,2626,9406,1005,1055,9191,22375,102",0
"101,11951,1998,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1996,5221,3291,1045,2031,1006,2060,2084,1996,2200,23667,17701,2232,102",0
"101,4823,1998,4344,102,0,0,0,0,0,0,0,0,0,0",1
"101,2612,2175,9278,1036,1036,10854,1996,15912,1005,1005,1010,1037,2172,102",0
"101,2145,9020,2012,2560,1037,11519,3535,2012,15902,5988,102,0,0,0",1
"101,1996,18691,3012,102,0,0,0,0,0,0,0,0,0,0",0
"101,4372,2121,28660,102,0,0,0,0,0,0,0,0,0,0",1
"101,1006,11947,1007,3084,1037,24329,3947,2000,3305,3071,1005,1055,2391,102",1
"101,7687,9868,1011,1011,2030,102,0,0,0,0,0,0,0,0",0
"101,2008,8704,2005,4623,1998,4515,2039,9391,2066,18312,102,0,0,0",0
"101,2204,2004,1996,2440,18446,1010,2021,1037,2428,2844,2117,3947,102,0",1
"101,2074,2125,19442,2438,2000,2562,2017,4699,2302,2746,2485,2000,9116,102",1
"101,3397,1996,8562,1010,23191,1010,13433,23773,11656,1010,1998,4454,1997,102",0
"101,1037,10754,2135,2081,2021,102,0,0,0,0,0,0,0,0",1
"101,2074,2004,1996,10223,6508,10225,25318,20017,2015,2031,26588,1010,2182,102",0
"101,1996,11386,3430,2003,13940,1010,2004,2024,1996,5019,1997,25871,2007,102",1
"101,2096,1996,3185,2003,3621,2625,3144,2084,1996,2034,102,0,0,0",0
"101,2007,9223,4038,102,0,0,0,0,0,0,0,0,0,0",1
"101,14750,2135,4372,2705,7941,2989,18458,102,0,0,0,0,0,0",1
"101,2003,2061,9577,2135,28466,2389,102,0,0,0,0,0,0,0",0
"101,1005,1055,2074,2524,2000,2903,2008,1037,2166,2066,2023,2064,2614,102",0
"101,1996,3861,2993,2003,5399,18636,102,0,0,0,0,0,0,0",0
"101,2730,2026,2269,102,0,0,0,0,0,0,0,0,0,0",0
"101,5076,2015,2038,2580,1037,3052,17904,2135,8916,1998,2358,8516,4509,102",1
"101,23210,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,18378,7726,11498,3468,102,0,0,0,0,0,0,0,0,0",1
"101,1996,7680,1997,2035,10069,9811,2015,2000,2022,1037,3809,8993,1997,102",0
"101,2003,1999,2342,1997,1037,25738,7198,1012,102,0,0,0,0,0",0
"101,12246,9643,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,2152,1011,24462,8937,3185,2055,1996,10301,1997,4068,102,0,0",1
"101,1996,3465,24270,1997,1996,3340,102,0,0,0,0,0,0,0",1
"101,13130,3430,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,4659,4318,3430,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,17133,5574,102,0,0,0,0,0,0,0,0,0,0",1
"101,1999,2895,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,3046,2524,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2003,1996,2190,2002,1005,1055,2042,1999,2086,102,0,0,0,0",1
"101,2665,8435,2296,2309,3496,2002,1005,1055,1999,1010,1998,102,0,0",0
"101,7534,25292,19357,2140,1998,20754,7481,22191,2055,1996,2273,1998,6681,102",1
"101,14469,4070,1997,1037,3439,2724,102,0,0,0,0,0,0,0",1
"101,2003,2028,1997,1996,4678,5501,2040,5683,3772,2003,1996,2540,1998,102",1
"101,2433,2000,11628,1996,24239,3170,3971,1999,2029,2111,1005,1055,3268,102",1
"101,2205,3722,1998,102,0,0,0,0,0,0,0,0,0,0",0
"101,2004,1996,2214,3038,3632,1010,2138,2009,1005,1055,2995,102,0,0",1
"101,11284,2038,2081,2841,2058,2061,2411,2085,1010,2045,1005,1055,4593,102",0
"101,12386,4356,1997,2049,2219,2466,102,0,0,0,0,0,0,0",0
"101,1996,2785,1997,3730,1011,4563,1056,26016,10362,2017,1005,1040,5987,102",0
"101,2061,2009,1005,1055,2025,1037,8235,3538,1997,24466,1010,102,0,0",0
"101,4152,2794,25134,2005,1996,2755,102,0,0,0,0,0,0,0",0
"101,2066,12991,27086,17600,2015,1998,7191,5089,1010,2612,102,0,0,0",1
"101,18452,2010,4378,1996,2168,2126,2008,3958,2829,18452,2010,2308,1011,102",0
"101,6057,5944,16356,3709,102,0,0,0,0,0,0,0,0,0",1
"101,2625,12479,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,2376,2005,1037,3769,1011,16941,3226,102,0,0,0,0,0",1
"101,18307,1998,25198,1010,2021,2200,24820,2012,2049,2190,5312,102,0,0",1
"101,23675,3686,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1010,13401,1005,1055,22391,2104,10841,14343,3372,1997,18439,1998,5988,102",1
"101,3005,4629,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2517,2061,2092,102,0,0,0,0,0,0,0,0,0,0",1
"101,2358,24388,2989,1996,2166,2041,102,0,0,0,0,0,0,0",0
"101,2004,1996,3185,10279,2720,1012,2829,1005,1055,5188,20397,1010,2009,102",1
"101,27129,2091,1996,2544,1997,1996,2028,2077,102,0,0,0,0,0",0
"101,2031,13538,2205,2172,2006,4680,1999,4526,1996,3494,2040,15161,12784,102",0
"101,24823,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2006,4378,11752,102,0,0,0,0,0,0,0,0,0,0",0
"101,2009,2089,3426,3008,1037,2261,3637,3238,2847,1011,1011,1037,3696,102",1
"101,1037,2514,1011,2204,3185,102,0,0,0,0,0,0,0,0",1
"101,24044,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2003,1050,1005,1056,2200,5875,102,0,0,0,0,0,0,0",0
"101,4602,10911,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2087,8687,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2022,2004,9479,1998,23927,102,0,0,0,0,0,0,0,0",0
"101,2061,9996,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,15514,3538,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,4498,15966,3238,1998,27118,2638,1010,102,0,0,0,0,0,0",0
"101,2008,1996,3430,2003,2061,2117,1011,3446,1012,102,0,0,0,0",0
"101,2155,2362,2791,3138,1037,2067,2835,2000,6970,1011,2155,10685,1998,102",0
"101,2339,5247,1002,1023,2006,1996,2168,4933,2017,2064,2131,2005,1037,102",0
"101,1996,2143,2003,2036,10047,8569,2098,2007,2844,6991,1997,6904,4328,102",1
"101,2009,2453,2074,2022,2488,10897,2000,1037,2305,1999,1996,2542,2282,102",0
"101,1037,3442,1011,3805,10874,102,0,0,0,0,0,0,0,0",1
"101,1037,5622,2912,3468,2466,1010,102,0,0,0,0,0,0,0",1
"101,16510,2046,2115,15882,1010,25430,15457,3938,2781,1997,2115,2051,1010,102",0
"101,1999,2112,2138,1996,24447,12873,2098,1011,2091,3921,11651,4857,102,0",0
"101,9662,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,1010,2009,2428,2180,2026,2540,102,0,0,0,0,0,0,0",1
"101,9217,2008,1010,2002,2081,9880,15143,4312,102,0,0,0,0,0",0
"101,8945,29576,2098,2011,2019,26137,2376,3459,1006,3272,2075,2293,19482,102",1
"101,1996,4616,2024,26445,3085,1998,5462,102,0,0,0,0,0,0",1
"101,6235,2004,2559,1010,9391,1998,3432,3110,2066,2053,2060,2143,1999,102",1
"101,5343,2033,2013,1037,2621,1997,9458,1011,5533,1010,11848,1011,8562,102",0
"101,2331,2000,15488,9541,11714,4136,1037,18282,2100,1011,2214,2666,1010,102",0
"101,2070,4066,1997,14400,1997,3246,102,0,0,0,0,0,0,0",1
"101,1996,2143,1005,1055,6196,11084,102,0,0,0,0,0,0,0",1
"101,28554,2075,2058,102,0,0,0,0,0,0,0,0,0,0",0
"101,2071,2061,4089,2031,2042,20054,2011,1037,8276,12127,102,0,0,0",1
"101,7494,4519,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2144,2009,2003,3599,2054,2009,4122,2000,2022,1024,2019,2012,3217,102",0
"101,2505,2569,1010,3828,2005,1037,2261,5021,4332,1010,102,0,0,0",0
"101,2360,4244,1012,1012,1012,2320,2153,14119,2010,21688,9567,1999,1996,102",0
"101,2151,20062,2008,2031,1050,1005,1056,2042,12246,15268,1999,1996,2865,102",0
"101,3084,2009,4276,3666,102,0,0,0,0,0,0,0,0,0",1
"101,2000,2031,1037,14161,8684,2005,12252,1996,4258,1999,1037,3147,8768,102",0
"101,2049,3969,1005,1055,1011,3239,3193,1997,2129,2092,1011,3574,9161,102",1
"101,1996,2381,2003,17160,102,0,0,0,0,0,0,0,0,0",1
"101,2197,2321,2781,102,0,0,0,0,0,0,0,0,0,0",1
"101,2404,2061,2172,2051,1998,2943,2046,2023,4977,102,0,0,0,0",0
"101,2004,1037,4316,2000,7842,14550,8026,23555,1005,1055,8066,1010,1996,102",1
"101,1999,2010,2834,2004,1037,2472,1010,2899,2038,1037,2469,2192,1012,102",1
"101,4152,22132,5999,2091,2011,2019,15241,9033,6894,10451,5436,1998,2644,102",0
"101,19807,9363,2015,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,16587,1005,3239,2005,6987,102,0,0,0,0,0,0,0",1
"101,20288,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,2235,1012,1012,1012,102,0,0,0,0,0,0,0,0,0",0
"101,2038,2019,1036,1037,1005,2862,3459,1998,2070,2844,4637,2867,102,0",1
"101,4507,3065,2005,2643,1005,1055,8739,102,0,0,0,0,0,0",0
"101,14308,8883,2232,7071,1012,102,0,0,0,0,0,0,0,0",0
"101,3374,2224,1997,9779,3669,17560,1999,2014,2028,1998,102,0,0,0",0
"101,2214,2267,3046,102,0,0,0,0,0,0,0,0,0,0",0
"101,1037,2919,3185,102,0,0,0,0,0,0,0,0,0,0",0
"101,10398,2143,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,12893,15787,18672,2063,102,0,0,0,0,0,0,0,0,0",0
"101,1037,27768,1998,4310,7339,102,0,0,0,0,0,0,0,0",1
"101,1037,4629,1998,4248,4516,2008,2003,6057,1998,6770,10536,1010,2096,102",1
"101,5675,2594,1010,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,4813,1997,1037,19276,2350,2012,1049,1012,1045,1012,1056,1012,102",1
"101,2750,1996,3302,13051,1011,1011,10931,1048,1012,2534,1005,1055,16434,102",1
"101,1045,2052,2681,1996,4258,2007,1037,2896,1045,1012,1053,1012,2084,102",0
"101,2031,5044,1996,2466,2000,2265,2149,2339,2009,1005,1055,17075,102,0",1
"101,2049,2028,1011,11536,2791,1012,1012,1012,27978,2015,2007,10398,1012,102",0
"101,4028,4978,1998,3227,15770,2015,1037,3020,9814,2007,25200,1005,1055,102",1
"101,2009,1005,1055,1037,8840,8988,14045,3185,1010,2009,2428,2003,1998,102",0
"101,2055,2029,2017,2064,2941,2514,2204,102,0,0,0,0,0,0",1
"101,1037,13544,14036,13594,1997,6473,1005,2476,1012,102,0,0,0,0",1
"101,4332,2041,2000,2022,25670,1998,2062,22939,18647,2389,2084,2017,2071,102",1
"101,2003,1996,2197,2518,2151,1997,2122,2093,19910,1010,4496,2037,3494,102",0
"101,12336,2011,1996,2203,1997,18577,23776,102,0,0,0,0,0,0",0
"101,1037,6160,7620,102,0,0,0,0,0,0,0,0,0,0",1
"101,6583,11890,14643,2964,102,0,0,0,0,0,0,0,0,0",0
"101,3904,1997,2023,2003,2200,2434,1010,1998,2009,2003,1050,1005,1056,102",0
"101,2049,4895,21678,2989,4013,26745,6190,102,0,0,0,0,0,0",0
"101,2003,2074,2004,2204,1010,2065,2025,2488,2084,2172,1997,2054,1005,102",1
"101,1996,5896,2011,2585,12849,13699,2361,2003,6669,2326,3085,1998,2138,102",1
"101,2009,2038,2049,19399,1010,102,0,0,0,0,0,0,0,0",0
"101,2073,5373,2204,5889,1010,2130,22819,1010,2024,2081,2000,2298,2919,102",0
"101,2019,11973,6547,102,0,0,0,0,0,0,0,0,0,0",1
"101,4629,4038,1010,2214,1011,13405,6071,3185,12483,2015,102,0,0,0",1
"101,2027,2272,1010,2525,2383,2042,22207,2062,2335,2084,1045,1005,1040,102",0
"101,8502,2898,18182,5855,102,0,0,0,0,0,0,0,0,0",1
"101,2003,5186,6057,1010,1996,2034,2112,2437,2039,2005,2151,21407,2008,102",1
"101,5107,11084,2030,14902,102,0,0,0,0,0,0,0,0,0",1
"101,2062,1997,1037,13675,25508,2100,1036,1036,3492,2450,1005,1005,2128,102",0
"101,1037,3226,1011,13249,4038,102,0,0,0,0,0,0,0,0",1
"101,2681,2149,2007,1037,3168,1997,4687,2012,1996,7578,1010,28851,2135,102",1
"101,7049,2000,1996,4281,1011,1011,1037,6160,3357,2830,2013,1996,8836,102",1
"101,1005,1055,27836,2135,1998,26380,2135,2114,1996,8982,102,0,0,0",1
"101,1996,22977,2015,1997,1045,8645,2024,2061,5220,2017,2453,2004,2092,102",0
"101,2073,2466,2003,2471,2019,2044,2705,10593,2102,102,0,0,0,0",0
"101,1037,7511,2021,2540,9028,6562,6925,1012,102,0,0,0,0,0",1
"101,5675,2594,1010,2049,5436,1998,15732,5171,5365,2162,1011,3185,4933,102",0
"101,10639,2015,2242,102,0,0,0,0,0,0,0,0,0,0",1
"101,1996,3642,2831,2545,10849,2488,2084,1037,8892,7050,1012,102,0,0",0
"101,1996,3535,2000,4012,24759,24695,1996,2466,2069,13366,3111,21553,102,0",0
"101,1045,4669,1996,2434,2460,2466,2021,2023,3185,1010,2130,2012,2019,102",0
"101,2062,1997,2019,23304,2084,2019,9778,102,0,0,0,0,0,0",0
"101,18058,2054,2009,10659,1024,1037,2298,2012,1996,1036,1036,3748,4536,102",1
"101,12487,2039,18454,2213,1005,1055,2204,11174,102,0,0,0,0,0",0
"101,9767,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,6918,4038,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1012,1012,1012,2054,1037,7221,2389,8501,1996,25250,2100,4984,4332,102",0
"101,2009,2003,1037,2307,2143,1012,102,0,0,0,0,0,0,0",1
"101,2013,6609,12267,25107,1005,1055,27952,1010,4508,2083,10556,24316,2050,102",1
"101,2003,2025,4276,102,0,0,0,0,0,0,0,0,0,0",0
"101,18006,1010,1998,2074,102,0,0,0,0,0,0,0,0,0",1
"101,12526,11651,2041,2014,6160,1999,2014,2087,11084,3238,2836,102,0,0",0
"101,2065,1996,2143,2038,1037,3291,1010,2049,2460,2791,4487,3736,9397,102",0
"101,2157,2012,2188,102,0,0,0,0,0,0,0,0,0,0",1
"101,10455,1996,8476,1997,6550,1999,2107,1037,19647,1010,14868,7481,5450,102",1
"101,1996,17183,14088,2568,102,0,0,0,0,0,0,0,0,0",0
"101,2823,1996,5544,1997,3360,2323,3961,2074,2008,102,0,0,0,0",0
"101,3248,2066,1037,5345,1011,3371,3293,2005,6452,5144,102,0,0,0",0
"101,14894,3993,4616,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,5675,4038,2417,21564,2098,2011,2049,3340,1010,102,0,0,0",1
"101,2000,8137,1996,6510,1997,2010,3185,1010,20120,28840,2645,5019,2007,102",1
"101,2019,4024,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,10433,2135,6057,1010,102,0,0,0,0,0,0,0,0,0",1
"101,2038,2116,1997,1996,2477,2008,2081,1996,2034,2028,11951,1012,102,0",1
"101,1037,2553,1997,2205,2116,27828,28554,2075,2058,2205,5410,1037,17974,102",0
"101,21105,3112,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2175,5973,2047,1010,102,0,0,0,0,0,0,0,0,0",1
"101,6172,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2087,28670,1010,102,0,0,0,0,0,0,0,0,0,0",1
"101,2119,1037,3144,6789,1998,2019,22249,2143,1999,2049,2219,2157,102,0",1
"101,1996,28587,15732,1998,3768,1997,6918,16080,102,0,0,0,0,0",0
"101,5699,1005,1005,4748,14503,8231,102,0,0,0,0,0,0,0",1
"101,5060,1996,21407,102,0,0,0,0,0,0,0,0,0,0",0
"101,20857,2750,1996,3082,21656,1997,6881,4616,1998,3257,102,0,0,0",0
"101,2003,2008,2027,1005,2128,5881,2007,1037,5896,2008,16263,2068,2013,102",0
"101,2453,2025,2031,5407,2032,2046,2143,2082,1999,1996,2034,2173,102,0",0
"101,2008,2323,3531,2381,4599,102,0,0,0,0,0,0,0,0",1
"101,2005,2054,2057,2064,2131,2006,2547,2005,2489,102,0,0,0,0",0
"101,4326,2009,2003,1010,2021,26380,2135,2061,102,0,0,0,0,0",1
"101,1037,2307,6071,3185,102,0,0,0,0,0,0,0,0,0",1
"101,1037,24665,20113,1010,3449,2080,15417,2143,2008,2011,2049,2203,4107,102",1
"101,1005,1055,2763,2025,8321,2000,2655,2009,1037,3185,102,0,0,0",0
"101,2307,11883,1998,4454,102,0,0,0,0,0,0,0,0,0",1
"101,2049,4378,1011,1011,1999,1037,2540,9028,6562,1010,2512,9103,2094,102",1
"101,13749,8609,15370,102,0,0,0,0,0,0,0,0,0,0",0
"101,1999,4526,1996,21323,4138,2791,1997,1996,13425,1999,2023,9610,10464,102",1
"101,1005,1055,1037,2843,1997,11868,1999,5074,11898,2099,102,0,0,0",1
"101,2003,8467,1010,5805,1998,21707,1010,102,0,0,0,0,0,0",0
"101,2009,1005,1055,2524,2000,5674,10334,2412,2108,1036,1036,1999,1996,102",1
"101,2155,8050,2015,4152,2017,15544,3709,2039,102,0,0,0,0,0",1
"101,1998,2823,4318,102,0,0,0,0,0,0,0,0,0,0",0
"101,2295,2261,2097,7475,2008,2009,6938,2007,1996,2190,1997,2014,28505,102",1
"101,6578,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,4078,25164,1997,6594,102,0,0,0,0,0,0,0,0,0",1
"101,2053,2839,1010,102,0,0,0,0,0,0,0,0,0,0",0
"101,1996,5409,2785,1997,10661,12898,28660,1010,102,0,0,0,0,0",0
"101,2004,2009,4832,1010,21843,4477,2038,1996,9520,1010,6649,17176,3709,102",0
"101,1996,5409,1997,1996,2972,6329,102,0,0,0,0,0,0,0",0
"101,2019,11757,3082,1011,4375,1010,23624,14289,26255,4241,2094,2008,5683,102",0
"101,1996,2461,10581,2100,1997,5826,4972,1010,1998,1996,6970,13068,2306,102",1
"101,2156,2070,5875,20957,5733,102,0,0,0,0,0,0,0,0",1
"101,2348,1045,2106,1050,1005,1056,5223,2023,2028,102,0,0,0,0",1
"101,2045,1005,1055,2438,4658,4569,2182,2000,4010,1996,8072,1997,7284,102",1
"101,1037,11867,12162,7231,3012,2000,1996,11874,1010,1037,3168,1997,2422,102",1
"101,2342,1997,2070,12241,2015,102,0,0,0,0,0,0,0,0",0
"101,2969,1011,24447,102,0,0,0,0,0,0,0,0,0,0",0
"101,2151,1997,2122,2093,19910,1010,4496,2037,3494,1010,10107,102,0,0",0
"101,2019,2779,1038,1011,3185,2007,2053,22877,2000,2022,2505,2062,102,0",0
"101,9020,2000,14570,2054,2261,25815,2064,102,0,0,0,0,0,0",1
"101,2087,7244,3185,1997,3522,2086,102,0,0,0,0,0,0,0",1
"101,2008,14082,1996,2770,2051,2055,2184,2781,102,0,0,0,0,0",0
"101,2107,1037,2204,3105,102,0,0,0,0,0,0,0,0,0",1
"101,2079,1050,1005,1056,2228,2061,102,0,0,0,0,0,0,0",0
"101,3463,2003,1996,2190,2836,2013,2593,1999,2086,102,0,0,0,0",1
"101,2049,3213,1011,2472,1005,1055,2540,2003,1999,1996,2157,2173,1010,102",1
"101,1037,5667,3832,3185,102,0,0,0,0,0,0,0,0,0",1
"101,24185,1050,1005,1056,2022,4622,2004,2028,1997,1006,2007,2545,24667,102",0
"101,1037,4408,1010,1999,15338,3512,102,0,0,0,0,0,0,0",1
"101,2524,2000,5674,2178,2472,2412,2437,2010,2564,2298,2061,2919,1999,102",0
"101,3084,2009,2035,1996,2062,17075,102,0,0,0,0,0,0,0",1
"101,5132,102,0,0,0,0,0,0,0,0,0,0,0,0",0
